APIB_IND,aggregation_index,aggregation_code,aggregation_name,NRC_CODE,NRC_DESC,COUNTY_CODE,COUNTY_NAME,NYC_IND,tested_student_cnt,tested_cnt_valid,proficiency_cnt_valid,high_score_cnt_valid,is_suppressed,proficiency_rate,high_score_rate,valid_coverage,resource_class
AP,3,621201060000,ONTEORA,5.0,AVERAGE NEEDS,62.0,ULSTER,0.0,178,152,120.0,73.0,15,0.7894736842105263,0.48026315789473684,0.8539325842696629,平均
AP,3,621601060000,SAUGERTIES,5.0,AVERAGE NEEDS,62.0,ULSTER,0.0,80,71,47.0,23.0,3,0.6619718309859155,0.323943661971831,0.8875,平均
AP,3,621801060000,WALLKILL,5.0,AVERAGE NEEDS,62.0,ULSTER,0.0,78,74,54.0,36.0,4,0.7297297297297297,0.4864864864864865,0.9487179487179487,平均
AP,3,622002060000,ELLENVILLE,4.0,RURAL HIGH NEEDS,62.0,ULSTER,0.0,19,18,13.0,11.0,1,0.7222222222222222,0.6111111111111112,0.9473684210526315,农村
AP,3,62201060000,FREDONIA,5.0,AVERAGE NEEDS,6.0,CHAUTAUQUA,0.0,141,124,109.0,76.0,10,0.8790322580645161,0.6129032258064516,0.8794326241134752,平均
AP,3,62601040000,SHERMAN,4.0,RURAL HIGH NEEDS,6.0,CHAUTAUQUA,0.0,4,0,0.0,0.0,1,,,0.0,农村
AP,3,62901040000,WESTFIELD,4.0,RURAL HIGH NEEDS,6.0,CHAUTAUQUA,0.0,19,11,11.0,8.0,5,1.0,0.7272727272727273,0.5789473684210527,农村
AP,3,630101040000,BOLTON,6.0,LOW NEEDS,63.0,WARREN,0.0,15,13,6.0,2.0,2,0.46153846153846156,0.15384615384615385,0.8666666666666667,低N/RC
AP,3,630202040000,NORTH WARREN,5.0,AVERAGE NEEDS,63.0,WARREN,0.0,10,5,5.0,3.0,2,1.0,0.6,0.5,平均
AP,3,630300010000,GLENS FALLS,5.0,AVERAGE NEEDS,63.0,WARREN,0.0,138,129,95.0,43.0,5,0.7364341085271318,0.3333333333333333,0.9347826086956522,平均
AP,3,630701040000,LAKE GEORGE,5.0,AVERAGE NEEDS,63.0,WARREN,0.0,84,81,70.0,51.0,2,0.8641975308641975,0.6296296296296297,0.9642857142857143,平均
AP,3,630801040000,HADLEY LUZERNE,4.0,RURAL HIGH NEEDS,63.0,WARREN,0.0,25,23,10.0,4.0,1,0.43478260869565216,0.17391304347826086,0.92,农村
AP,3,630902030000,QUEENSBURY,5.0,AVERAGE NEEDS,63.0,WARREN,0.0,153,143,126.0,91.0,7,0.8811188811188811,0.6363636363636364,0.934640522875817,平均
AP,3,640502040000,FORT ANN,5.0,AVERAGE NEEDS,64.0,WASHINGTON,0.0,2,0,0.0,0.0,1,,,0.0,平均
AP,3,640701040000,GRANVILLE,4.0,RURAL HIGH NEEDS,64.0,WASHINGTON,0.0,35,24,16.0,8.0,5,0.6666666666666666,0.3333333333333333,0.6857142857142857,农村
AP,3,640801040000,GREENWICH,5.0,AVERAGE NEEDS,64.0,WASHINGTON,0.0,30,22,22.0,14.0,2,1.0,0.6363636363636364,0.7333333333333333,平均
AP,3,641001040000,HARTFORD,5.0,AVERAGE NEEDS,64.0,WASHINGTON,0.0,5,5,4.0,2.0,0,0.8,0.4,1.0,平均
AP,3,641301060000,HUDSON FALLS,4.0,RURAL HIGH NEEDS,64.0,WASHINGTON,0.0,37,31,17.0,6.0,5,0.5483870967741935,0.1935483870967742,0.8378378378378378,农村
AP,3,641501040000,SALEM,5.0,AVERAGE NEEDS,64.0,WASHINGTON,0.0,78,58,27.0,16.0,8,0.46551724137931033,0.27586206896551724,0.7435897435897436,平均
AP,3,641610040000,CAMBRIDGE,5.0,AVERAGE NEEDS,64.0,WASHINGTON,0.0,54,42,28.0,11.0,5,0.6666666666666666,0.2619047619047619,0.7777777777777778,平均
AP,3,650101060000,NEWARK,4.0,RURAL HIGH NEEDS,65.0,WAYNE,0.0,73,46,22.0,4.0,12,0.4782608695652174,0.08695652173913043,0.6301369863013698,农村
AP,3,650801060000,WAYNE,5.0,AVERAGE NEEDS,65.0,WAYNE,0.0,122,119,98.0,50.0,3,0.8235294117647058,0.42016806722689076,0.9754098360655737,平均
AP,3,650901060000,PALMYRA-MACEDON,5.0,AVERAGE NEEDS,65.0,WAYNE,0.0,74,72,60.0,39.0,1,0.8333333333333334,0.5416666666666666,0.972972972972973,平均
AP,3,650902040000,GANANDA,5.0,AVERAGE NEEDS,65.0,WAYNE,0.0,52,42,39.0,23.0,4,0.9285714285714286,0.5476190476190477,0.8076923076923077,平均
AP,3,651402040000,WILLIAMSON,5.0,AVERAGE NEEDS,65.0,WAYNE,0.0,19,15,14.0,13.0,1,0.9333333333333333,0.8666666666666667,0.7894736842105263,平均
AP,3,651501060000,NORTH ROSE WOLCOTT,4.0,RURAL HIGH NEEDS,65.0,WAYNE,0.0,28,23,15.0,3.0,2,0.6521739130434783,0.13043478260869565,0.8214285714285714,农村
AP,3,651503040000,RED CREEK,4.0,RURAL HIGH NEEDS,65.0,WAYNE,0.0,30,25,12.0,6.0,2,0.48,0.24,0.8333333333333334,农村
AP,3,660101030000,KATONAH LEWISBORO,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,1041,1016,761.0,497.0,11,0.7490157480314961,0.4891732283464567,0.9759846301633045,低N/RC
AP,3,660102060000,BEDFORD,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,617,575,498.0,335.0,20,0.8660869565217392,0.5826086956521739,0.9319286871961102,低N/RC
AP,3,660202030000,CROTON HARMON,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,547,524,369.0,220.0,15,0.7041984732824428,0.4198473282442748,0.9579524680073126,低N/RC
AP,3,660203060000,HENDRICK HUDSON,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,426,389,321.0,215.0,13,0.8251928020565553,0.5526992287917738,0.9131455399061033,低N/RC
AP,3,660301030000,EASTCHESTER,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,760,732,645.0,463.0,18,0.8811475409836066,0.6325136612021858,0.9631578947368421,低N/RC
AP,3,660302030000,TUCKAHOE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,191,156,127.0,64.0,19,0.8141025641025641,0.41025641025641024,0.8167539267015707,低N/RC
AP,3,660303030000,BRONXVILLE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,901,865,790.0,585.0,25,0.9132947976878613,0.6763005780346821,0.9600443951165372,低N/RC
AP,3,660401030000,TARRYTOWN,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,565,542,368.0,226.0,7,0.6789667896678967,0.41697416974169743,0.95929203539823,平均
AP,3,660402020000,IRVINGTON,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,613,585,476.0,330.0,15,0.8136752136752137,0.5641025641025641,0.9543230016313213,低N/RC
AP,3,660403030000,DOBBS FERRY,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,94,86,70.0,49.0,4,0.813953488372093,0.5697674418604651,0.9148936170212766,低N/RC
AP,3,660404030000,HASTINGS ON HUDSON,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,485,457,356.0,241.0,15,0.7789934354485777,0.5273522975929978,0.9422680412371134,低N/RC
AP,3,660405030000,ARDSLEY,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,473,443,400.0,332.0,11,0.9029345372460497,0.7494356659142212,0.9365750528541226,低N/RC
AP,3,660406030000,EDGEMONT,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,781,763,666.0,526.0,12,0.872870249017038,0.6893840104849279,0.9769526248399488,低N/RC
AP,3,660407060000,GREENBURGH,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,97,86,44.0,21.0,8,0.5116279069767442,0.2441860465116279,0.8865979381443299,平均
AP,3,660409020000,ELMSFORD,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,117,102,61.0,37.0,8,0.5980392156862745,0.3627450980392157,0.8717948717948718,平均
AP,3,660501060000,HARRISON,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,299,274,194.0,132.0,17,0.708029197080292,0.48175182481751827,0.9163879598662207,低N/RC
AP,3,660701030000,MAMARONECK,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,1584,1569,1306.0,974.0,11,0.8323773103887827,0.6207775653282346,0.990530303030303,低N/RC
AP,3,660801060000,MT PLEASANT CENT,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,469,450,321.0,207.0,10,0.7133333333333334,0.46,0.9594882729211087,低N/RC
AP,3,660805030000,VALHALLA,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,198,188,138.0,71.0,4,0.7340425531914894,0.3776595744680851,0.9494949494949495,低N/RC
AP,3,660809030000,PLEASANTVILLE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,616,587,504.0,364.0,12,0.858603066439523,0.6201022146507666,0.952922077922078,低N/RC
AP,3,660900010000,MOUNT VERNON,3.0,URBAN/SUBURBAN/HIGH NEEDS,66.0,WESTCHESTER,0.0,446,437,149.0,57.0,5,0.34096109839816935,0.13043478260869565,0.9798206278026906,城市-郊区
AP,3,661004060000,CHAPPAQUA,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,1565,1513,1234.0,917.0,27,0.8155981493721084,0.6060806345009914,0.9667731629392972,低N/RC
AP,3,661100010000,NEW ROCHELLE,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,1433,1385,982.0,595.0,22,0.7090252707581227,0.4296028880866426,0.9665038381018841,平均
AP,3,661201060000,BYRAM HILLS,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,797,775,645.0,485.0,14,0.832258064516129,0.6258064516129033,0.972396486825596,低N/RC
AP,3,661301040000,NORTH SALEM,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,274,254,189.0,129.0,8,0.7440944881889764,0.5078740157480315,0.927007299270073,低N/RC
AP,3,661401030000,OSSINING,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,347,332,206.0,116.0,11,0.6204819277108434,0.3493975903614458,0.9567723342939481,平均
AP,3,661500010000,PEEKSKILL,3.0,URBAN/SUBURBAN/HIGH NEEDS,66.0,WESTCHESTER,0.0,254,233,142.0,91.0,4,0.6094420600858369,0.3905579399141631,0.9173228346456693,城市-郊区
AP,3,661601030000,PELHAM,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,1065,1044,819.0,547.0,9,0.7844827586206896,0.5239463601532567,0.9802816901408451,低N/RC
AP,3,661800010000,RYE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,1162,1113,949.0,699.0,21,0.8526504941599281,0.628032345013477,0.9578313253012049,低N/RC
AP,3,661901030000,RYE NECK,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,597,559,486.0,370.0,23,0.8694096601073346,0.6618962432915921,0.9363484087102177,低N/RC
AP,3,661904030000,PORT CHESTER-RYE,3.0,URBAN/SUBURBAN/HIGH NEEDS,66.0,WESTCHESTER,0.0,819,802,471.0,235.0,11,0.587281795511222,0.29301745635910226,0.9792429792429792,城市-郊区
AP,3,661905020000,BLIND BROOK-RYE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,447,428,390.0,285.0,12,0.9112149532710281,0.6658878504672897,0.9574944071588367,低N/RC
AP,3,662001030000,SCARSDALE,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,824,766,729.0,605.0,28,0.9516971279373369,0.7898172323759791,0.9296116504854369,低N/RC
AP,3,662101060000,SOMERS,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,718,693,490.0,278.0,15,0.7070707070707071,0.40115440115440115,0.9651810584958217,低N/RC
AP,3,662200010000,WHITE PLAINS,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,871,843,618.0,404.0,15,0.7330960854092526,0.4792408066429419,0.9678530424799081,平均
AP,3,662300010000,YONKERS,2.0,LARGE CITY,66.0,WESTCHESTER,0.0,730,717,367.0,203.0,9,0.5118549511854951,0.28312412831241285,0.9821917808219178,大城市
AP,3,662401060000,LAKELAND,5.0,AVERAGE NEEDS,66.0,WESTCHESTER,0.0,1186,1161,894.0,585.0,11,0.7700258397932817,0.5038759689922481,0.978920741989882,平均
AP,3,662402060000,YORKTOWN,6.0,LOW NEEDS,66.0,WESTCHESTER,0.0,470,438,389.0,305.0,19,0.8881278538812786,0.6963470319634704,0.9319148936170213,低N/RC
AP,3,670201060000,ATTICA,5.0,AVERAGE NEEDS,67.0,WYOMING,0.0,58,35,25.0,12.0,10,0.7142857142857143,0.34285714285714286,0.603448275862069,平均
AP,3,670401040000,LETCHWORTH,5.0,AVERAGE NEEDS,67.0,WYOMING,0.0,66,37,21.0,10.0,5,0.5675675675675675,0.2702702702702703,0.5606060606060606,平均
AP,3,671501040000,WARSAW,5.0,AVERAGE NEEDS,67.0,WYOMING,0.0,11,11,8.0,4.0,0,0.7272727272727273,0.36363636363636365,1.0,平均
AP,3,680601060000,PENN YAN,4.0,RURAL HIGH NEEDS,68.0,YATES,0.0,52,51,37.0,10.0,1,0.7254901960784313,0.19607843137254902,0.9807692307692307,农村
AP,3,70901060000,HORSEHEADS,5.0,AVERAGE NEEDS,7.0,CHEMUNG,0.0,157,146,146.0,97.0,8,1.0,0.6643835616438356,0.9299363057324841,平均
AP,3,80201040000,BAINBRIDGE GUILFRD,5.0,AVERAGE NEEDS,8.0,CHENANGO,0.0,59,56,46.0,27.0,2,0.8214285714285714,0.48214285714285715,0.9491525423728814,平均
AP,3,81200050000,NORWICH,4.0,RURAL HIGH NEEDS,8.0,CHENANGO,0.0,67,60,41.0,27.0,2,0.6833333333333333,0.45,0.8955223880597015,农村
AP,3,82001040000,SHERBURNE-EARLVILLE,4.0,RURAL HIGH NEEDS,8.0,CHENANGO,0.0,44,31,20.0,13.0,5,0.6451612903225806,0.41935483870967744,0.7045454545454546,农村
AP,3,90201040000,AUSABLE VALLEY,5.0,AVERAGE NEEDS,9.0,CLINTON,0.0,13,12,10.0,8.0,1,0.8333333333333334,0.6666666666666666,0.9230769230769231,平均
AP,3,90301060000,BEEKMANTOWN,5.0,AVERAGE NEEDS,9.0,CLINTON,0.0,194,188,124.0,62.0,5,0.6595744680851063,0.32978723404255317,0.9690721649484536,平均
AP,3,91101060000,PERU,5.0,AVERAGE NEEDS,9.0,CLINTON,0.0,63,55,41.0,27.0,3,0.7454545454545455,0.4909090909090909,0.873015873015873,平均
AP,3,91200010000,PLATTSBURGH,3.0,URBAN/SUBURBAN/HIGH NEEDS,9.0,CLINTON,0.0,166,139,72.0,41.0,10,0.5179856115107914,0.2949640287769784,0.8373493975903614,城市-郊区
AP,3,91402060000,SARANAC,5.0,AVERAGE NEEDS,9.0,CLINTON,0.0,63,62,53.0,31.0,1,0.8548387096774194,0.5,0.9841269841269841,平均
AP,4,100501040003,TACONIC HILLS JUNIOR/SENIOR HIGH,5.0,AVERAGE NEEDS,10.0,COLUMBIA,0.0,35,27,16.0,10.0,5,0.5925925925925926,0.37037037037037035,0.7714285714285715,平均
AP,4,100902040004,GERMANTOWN JUNIOR-SENIOR HS,5.0,AVERAGE NEEDS,10.0,COLUMBIA,0.0,12,9,9.0,4.0,1,1.0,0.4444444444444444,0.75,平均
AP,4,10100010034,ALBANY HIGH SCHOOL,3.0,URBAN/SUBURBAN/HIGH NEEDS,1.0,ALBANY,0.0,714,678,414.0,251.0,18,0.6106194690265486,0.3702064896755162,0.9495798319327731,城市-郊区
AP,4,101001040002,CHATHAM HIGH SCHOOL,5.0,AVERAGE NEEDS,10.0,COLUMBIA,0.0,69,65,43.0,18.0,2,0.6615384615384615,0.27692307692307694,0.9420289855072463,平均
AP,4,10100860960,ALBANY LEADERSHIP CS-GIRLS,7.0,CHARTER SCHOOL,1.0,ALBANY,0.0,25,25,6.0,2.0,0,0.24,0.08,1.0,特许学校
AP,4,101300010001,HUDSON HIGH SCHOOL,4.0,RURAL HIGH NEEDS,10.0,COLUMBIA,0.0,43,41,30.0,26.0,1,0.7317073170731707,0.6341463414634146,0.9534883720930233,农村
AP,4,101401040005,ICHABOD CRANE SENIOR HIGH SCHOOL,5.0,AVERAGE NEEDS,10.0,COLUMBIA,0.0,133,132,94.0,51.0,1,0.7121212121212122,0.38636363636363635,0.9924812030075187,平均
AP,4,10201040001,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS,5.0,AVERAGE NEEDS,1.0,ALBANY,0.0,55,46,43.0,28.0,3,0.9347826086956522,0.6086956521739131,0.8363636363636363,平均
AP,4,10306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,6.0,LOW NEEDS,1.0,ALBANY,0.0,3,0,0.0,0.0,3,,,0.0,低N/RC
AP,4,10306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,6.0,LOW NEEDS,1.0,ALBANY,0.0,1025,991,880.0,696.0,22,0.887991927346115,0.7023208879919274,0.9668292682926829,低N/RC
AP,4,10402060001,RAVENA-COEYMANS-SELKIRK SR HS,5.0,AVERAGE NEEDS,1.0,ALBANY,0.0,69,44,34.0,19.0,12,0.7727272727272727,0.4318181818181818,0.6376811594202898,平均
AP,4,10500010007,COHOES HIGH SCHOOL,3.0,URBAN/SUBURBAN/HIGH NEEDS,1.0,ALBANY,0.0,49,49,24.0,12.0,0,0.4897959183673469,0.24489795918367346,1.0,城市-郊区
AP,4,10601060008,COLONIE CENTRAL HIGH SCHOOL,5.0,AVERAGE NEEDS,1.0,ALBANY,0.0,418,412,327.0,204.0,3,0.7936893203883495,0.49514563106796117,0.9856459330143541,平均
AP,4,10623060010,SHAKER HIGH SCHOOL,6.0,LOW NEEDS,1.0,ALBANY,0.0,729,701,629.0,515.0,18,0.8972895863052782,0.7346647646219686,0.9615912208504801,低N/RC
AP,4,10802060005,GUILDERLAND HIGH SCHOOL,6.0,LOW NEEDS,1.0,ALBANY,0.0,534,513,431.0,323.0,13,0.8401559454191033,0.6296296296296297,0.9606741573033708,低N/RC
AP,4,11003060002,CLAYTON A BOUTON HIGH SCHOOL,6.0,LOW NEEDS,1.0,ALBANY,0.0,302,274,225.0,122.0,12,0.8211678832116789,0.44525547445255476,0.9072847682119205,低N/RC
AP,4,110101040002,CINCINNATUS HIGH SCHOOL,4.0,RURAL HIGH NEEDS,11.0,CORTLAND,0.0,17,16,13.0,8.0,1,0.8125,0.5,0.9411764705882353,农村
AP,4,110200010011,CORTLAND HIGH SCHOOL,3.0,URBAN/SUBURBAN/HIGH NEEDS,11.0,CORTLAND,0.0,53,48,30.0,9.0,2,0.625,0.1875,0.9056603773584906,城市-郊区
AP,4,110701060001,HOMER SENIOR HIGH SCHOOL,5.0,AVERAGE NEEDS,11.0,CORTLAND,0.0,114,106,94.0,65.0,4,0.8867924528301887,0.6132075471698113,0.9298245614035088,平均
AP,4,110901040001,MARATHON HIGH SCHOOL,4.0,RURAL HIGH NEEDS,11.0,CORTLAND,0.0,18,18,5.0,4.0,0,0.2777777777777778,0.2222222222222222,1.0,农村
AP,4,120301040001,DOWNSVILLE CENTRAL SCHOOL,4.0,RURAL HIGH NEEDS,12.0,DELAWARE,0.0,4,0,0.0,0.0,3,,,0.0,农村
AP,4,120501040002,DELAWARE ACADEMY HIGH SCHOOL,5.0,AVERAGE NEEDS,12.0,DELAWARE,0.0,60,55,48.0,29.0,2,0.8727272727272727,0.5272727272727272,0.9166666666666666,平均
AP,4,121401040001,MARGARETVILLE CENTRAL SCHOOL,4.0,RURAL HIGH NEEDS,12.0,DELAWARE,0.0,30,10,4.0,1.0,6,0.4,0.1,0.3333333333333333,农村
AP,4,121901040002,WALTON HIGH SCHOOL,4.0,RURAL HIGH NEEDS,12.0,DELAWARE,0.0,13,9,8.0,4.0,3,0.8888888888888888,0.4444444444444444,0.6923076923076923,农村
AP,4,130200010005,BEACON HIGH SCHOOL,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,89,76,76.0,76.0,10,1.0,1.0,0.8539325842696629,平均
AP,4,130502020003,DOVER HIGH SCHOOL,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,105,98,72.0,39.0,5,0.7346938775510204,0.3979591836734694,0.9333333333333333,平均
AP,4,130801060007,FRANKLIN D ROOSEVELT SENIOR HS,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,298,263,137.0,68.0,12,0.5209125475285171,0.2585551330798479,0.8825503355704698,平均
AP,4,131201040002,PAWLING HIGH SCHOOL,6.0,LOW NEEDS,13.0,DUTCHESS,0.0,309,291,225.0,116.0,6,0.7731958762886598,0.39862542955326463,0.941747572815534,低N/RC
AP,4,131301040002,STISSING MOUNTAIN JR/SR HS,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,84,75,57.0,35.0,5,0.76,0.4666666666666667,0.8928571428571429,平均
AP,4,131601060008,ARLINGTON HIGH SCHOOL,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,1030,998,709.0,408.0,15,0.7104208416833667,0.4088176352705411,0.9689320388349515,平均
AP,4,131602020005,SPACKENKILL HIGH SCHOOL,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,352,324,233.0,139.0,12,0.7191358024691358,0.42901234567901236,0.9204545454545454,平均
AP,4,131701060002,RED HOOK SENIOR HIGH SCHOOL,5.0,AVERAGE NEEDS,13.0,DUTCHESS,0.0,200,180,146.0,92.0,10,0.8111111111111111,0.5111111111111111,0.9,平均
AP,4,131801040001,RHINEBECK SENIOR HIGH SCHOOL,6.0,LOW NEEDS,13.0,DUTCHESS,0.0,183,164,118.0,72.0,7,0.7195121951219512,0.43902439024390244,0.8961748633879781,低N/RC
AP,4,132201040005,MILLBROOK HIGH SCHOOL,6.0,LOW NEEDS,13.0,DUTCHESS,0.0,108,86,47.0,18.0,9,0.5465116279069767,0.20930232558139536,0.7962962962962963,低N/RC
AP,4,140201060002,AMHERST CENTRAL HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,577,550,481.0,328.0,17,0.8745454545454545,0.5963636363636363,0.9532062391681109,平均
AP,4,140203060004,WILLIAMSVILLE SOUTH HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,531,501,396.0,258.0,13,0.7904191616766467,0.5149700598802395,0.943502824858757,平均
AP,4,140203060010,WILLIAMSVILLE NORTH HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,995,964,858.0,609.0,19,0.8900414937759336,0.6317427385892116,0.9688442211055276,平均
AP,4,140203060013,WILLIAMSVILLE EAST HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,844,805,718.0,560.0,22,0.8919254658385093,0.6956521739130435,0.9537914691943128,平均
AP,4,140207060006,SWEET HOME SENIOR HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,259,239,156.0,83.0,13,0.6527196652719666,0.3472803347280335,0.9227799227799228,平均
AP,4,140301030005,EAST AURORA HIGH SCHOOL,6.0,LOW NEEDS,14.0,ERIE,0.0,379,356,321.0,217.0,11,0.901685393258427,0.6095505617977528,0.9393139841688655,低N/RC
AP,4,140600010056,FREDERICK OLMSTED #156,2.0,LARGE CITY,14.0,ERIE,0.0,349,341,143.0,50.0,4,0.41935483870967744,0.1466275659824047,0.9770773638968482,大城市
AP,4,140600010097,BUFFALO ACADEMY-VIS & PERF ARTS,2.0,LARGE CITY,14.0,ERIE,0.0,151,117,23.0,4.0,4,0.19658119658119658,0.03418803418803419,0.7748344370860927,大城市
AP,4,140600010098,MCKINLEY VOC HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,27,0,0.0,0.0,3,,,0.0,大城市
AP,4,140600010101,BURGARD HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,59,0,0.0,0.0,3,,,0.0,大城市
AP,4,140600010102,CITY HONORS SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,619,609,393.0,224.0,6,0.645320197044335,0.367816091954023,0.9838449111470113,大城市
AP,4,140600010104,EMERSON SCHOOL OF HOSPITALITY,2.0,LARGE CITY,14.0,ERIE,0.0,31,0,0.0,0.0,1,,,0.0,大城市
AP,4,140600010105,HUTCHINSON CENTRAL TECH HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,551,490,128.0,29.0,5,0.2612244897959184,0.05918367346938776,0.8892921960072595,大城市
AP,4,140600010110,SOUTH PARK HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,85,31,7.0,1.0,13,0.22580645161290322,0.03225806451612903,0.36470588235294116,大城市
AP,4,140600010128,LEONARDO DA VINCI HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,159,140,19.0,2.0,2,0.1357142857142857,0.014285714285714285,0.8805031446540881,大城市
AP,4,140600010132,MATH SCIENCE TECH PREP SCHOOL-197,2.0,LARGE CITY,14.0,ERIE,0.0,76,25,7.0,0.0,8,0.28,0.0,0.32894736842105265,大城市
AP,4,140600010135,MIDDLE EARLY COLLEGE HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,45,0,0.0,0.0,1,,,0.0,大城市
AP,4,140600010140,EAST COMMUNITY SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,21,0,0.0,0.0,2,,,0.0,大城市
AP,4,140600010141,LAFAYETTE INTERNATIONAL SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,55,20,3.0,0.0,0,0.15,0.0,0.36363636363636365,大城市
AP,4,140600010197,HARVEY AUSTIN SCHOOL #97,2.0,LARGE CITY,14.0,ERIE,0.0,1,0,0.0,0.0,1,,,0.0,大城市
AP,4,140600010308,INTER PREP SCHOOL (THE),2.0,LARGE CITY,14.0,ERIE,0.0,84,50,11.0,2.0,7,0.22,0.04,0.5952380952380952,大城市
AP,4,140600010310,RIVERSIDE ACADEMY HIGH SCHOOL,2.0,LARGE CITY,14.0,ERIE,0.0,19,18,4.0,1.0,1,0.2222222222222222,0.05555555555555555,0.9473684210526315,大城市
AP,4,140600010311,LEWIS J BENNETT HS OF INNOVATIVE TEC,2.0,LARGE CITY,14.0,ERIE,0.0,114,101,31.0,10.0,7,0.3069306930693069,0.09900990099009901,0.8859649122807017,大城市
AP,4,140600010313,"BUFFALO - CULINARY ART, HOSPITAL",2.0,LARGE CITY,14.0,ERIE,0.0,49,22,2.0,0.0,0,0.09090909090909091,0.0,0.4489795918367347,大城市
AP,4,140600010317,RESEARCH LABORATORY HS-BIOINFORMATIC,2.0,LARGE CITY,14.0,ERIE,0.0,24,0,0.0,0.0,0,,,0.0,大城市
AP,4,140600860838,TAPESTRY CHARTER SCHOOL,7.0,CHARTER SCHOOL,14.0,ERIE,0.0,25,16,3.0,0.0,1,0.1875,0.0,0.64,特许学校
AP,4,140600860861,BUFFALO ACADEMY OF SCIENCE CS,7.0,CHARTER SCHOOL,14.0,ERIE,0.0,26,26,25.0,13.0,0,0.9615384615384616,0.5,1.0,特许学校
AP,4,140600861185,BUFFALO ACADEMY OF SCIENCE CS II,7.0,CHARTER SCHOOL,14.0,ERIE,0.0,12,11,8.0,4.0,1,0.7272727272727273,0.36363636363636365,0.9166666666666666,特许学校
AP,4,140701060006,CHEEKTOWAGA HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,109,104,61.0,27.0,2,0.5865384615384616,0.25961538461538464,0.9541284403669725,平均
AP,4,140702030006,MARYVALE HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,131,118,85.0,50.0,7,0.7203389830508474,0.423728813559322,0.9007633587786259,平均
AP,4,140707030003,DEPEW HIGH SCHOOL,5.0,AVERAGE NEEDS,14.0,ERIE,0.0,178,167,112.0,55.0,6,0.6706586826347305,0.32934131736526945,0.9382022471910112,平均
